,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Player
99,2023-11-12,Sun,Premier League,Matchweek 12,Home,W 3–2,West Ham,Nott'ham Forest,Y,CB,90,1,0,0,1,0,1,1,100.0,0,1,1,0,0,1,2,0,Match Report,Nayef Aguerd
100,2023-11-25,Sat,Premier League,Matchweek 13,Away,W 2–1,West Ham,Burnley,Y,CB,90,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,4,1,Match Report,Nayef Aguerd
101,2023-12-03,Sun,Premier League,Matchweek 14,Home,D 1–1,West Ham,Crystal Palace,Y,CB,90,2,1,1,1,0,1,1,100.0,0,1,0,1,0,2,2,0,Match Report,Nayef Aguerd
102,2023-12-07,Thu,Premier League,Matchweek 15,Away,W 2–1,West Ham,Tottenham,Y,CB,90,4,3,3,1,0,1,1,100.0,0,1,0,1,0,4,7,0,Match Report,Nayef Aguerd
103,2023-12-10,Sun,Premier League,Matchweek 16,Away,L 0–5,West Ham,Fulham,Y,CB,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0,Match Report,Nayef Aguerd
104,2023-12-17,Sun,Premier League,Matchweek 17,Home,W 3–0,West Ham,Wolves,Y,CB,90,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,5,0,Match Report,Nayef Aguerd
105,2024-02-04,Sun,Premier League,Matchweek 23,Away,L 0–3,West Ham,Manchester Utd,Y,CB,90,3,3,3,0,0,2,3,66.7,1,3,2,1,0,3,4,0,Match Report,Nayef Aguerd
106,2024-02-11,Sun,Premier League,Matchweek 24,Home,L 0–6,West Ham,Arsenal,Y,CB,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,6,0,Match Report,Nayef Aguerd
107,2024-02-17,Sat,Premier League,Matchweek 25,Away,L 0–2,West Ham,Nott'ham Forest,Y,CB,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,Match Report,Nayef Aguerd
108,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 1–0,Nott'ham Forest,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Brandon Aguilera
109,2023-10-21,Sat,Premier League,Matchweek 9,Home,D 2–2,Nott'ham Forest,Luton Town,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Brandon Aguilera
110,2024-01-20,Sat,Premier League,Matchweek 21,Away,L 2–3,Nott'ham Forest,Brentford,N,RW,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Brandon Aguilera
111,2024-01-30,Tue,Premier League,Matchweek 22,Home,L 1–2,Nott'ham Forest,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Brandon Aguilera
112,2023-08-12,Sat,Premier League,Matchweek 1,Away,W 1–0,Crystal Palace,Sheffield Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Naouirou Ahamada
113,2023-08-21,Mon,Premier League,Matchweek 2,Home,L 0–1,Crystal Palace,Arsenal,N,LW,17,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,0,0,Match Report,Naouirou Ahamada
114,2023-08-26,Sat,Premier League,Matchweek 3,Away,D 1–1,Crystal Palace,Brentford,N,AM,20,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Match Report,Naouirou Ahamada
115,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–2,Crystal Palace,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Naouirou Ahamada
116,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 1–3,Crystal Palace,Aston Villa,N,LW,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Match Report,Naouirou Ahamada
117,2023-10-21,Sat,Premier League,Matchweek 9,Away,L 0–4,Crystal Palace,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Naouirou Ahamada
118,2023-10-27,Fri,Premier League,Matchweek 10,Home,L 1–2,Crystal Palace,Tottenham,N,"DM,AM",21,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Match Report,Naouirou Ahamada
119,2023-11-04,Sat,Premier League,Matchweek 11,Away,W 2–0,Crystal Palace,Burnley,N,"LW,RM",21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Naouirou Ahamada
120,2023-11-11,Sat,Premier League,Matchweek 12,Home,L 2–3,Crystal Palace,Everton,N,CM,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Naouirou Ahamada
121,2023-11-25,Sat,Premier League,Matchweek 13,Away,L 1–2,Crystal Palace,Luton Town,N,LW,11,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Match Report,Naouirou Ahamada
122,2023-12-03,Sun,Premier League,Matchweek 14,Away,D 1–1,Crystal Palace,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Naouirou Ahamada
123,2023-12-06,Wed,Premier League,Matchweek 15,Home,L 0–2,Crystal Palace,Bournemouth,N,AM,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Naouirou Ahamada
124,2023-12-09,Sat,Premier League,Matchweek 16,Home,L 1–2,Crystal Palace,Liverpool,N,LM,7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Match Report,Naouirou Ahamada
125,2023-12-16,Sat,Premier League,Matchweek 17,Away,D 2–2,Crystal Palace,Manchester City,N,"CM,DM",10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Naouirou Ahamada
126,2023-12-21,Thu,Premier League,Matchweek 18,Home,D 1–1,Crystal Palace,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Naouirou Ahamada
127,2023-12-27,Wed,Premier League,Matchweek 19,Away,L 1–2,Crystal Palace,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Naouirou Ahamada
128,2023-12-30,Sat,Premier League,Matchweek 20,Home,W 3–1,Crystal Palace,Brentford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Naouirou Ahamada
129,2024-01-20,Sat,Premier League,Matchweek 21,Away,L 0–5,Crystal Palace,Arsenal,N,RM,15,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Match Report,Naouirou Ahamada
130,2024-01-30,Tue,Premier League,Matchweek 22,Home,W 3–2,Crystal Palace,Sheffield Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Naouirou Ahamada
131,2024-02-03,Sat,Premier League,Matchweek 23,Away,L 1–4,Crystal Palace,Brighton,N,LM,11,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Match Report,Naouirou Ahamada
132,2024-02-12,Mon,Premier League,Matchweek 24,Home,L 1–3,Crystal Palace,Chelsea,N,CM,12,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,Match Report,Naouirou Ahamada
133,2024-02-19,Mon,Premier League,Matchweek 25,Away,D 1–1,Crystal Palace,Everton,N,AM,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Naouirou Ahamada
134,2023-08-12,Sat,Premier League,Matchweek 1,Home,L 0–1,Sheffield Utd,Crystal Palace,Y,CB,90,2,1,1,0,1,1,2,50.0,1,1,1,0,1,3,8,0,Match Report,Anel Ahmedhodžić
135,2023-08-18,Fri,Premier League,Matchweek 2,Away,L 1–2,Sheffield Utd,Nott'ham Forest,Y,CB,90,3,3,2,0,1,2,5,40.0,3,2,1,1,1,4,4,0,Match Report,Anel Ahmedhodžić
136,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–2,Sheffield Utd,Manchester City,Y,CB,90,1,1,1,0,0,1,1,100.0,0,4,2,2,1,2,3,0,Match Report,Anel Ahmedhodžić
137,2023-09-02,Sat,Premier League,Matchweek 4,Home,D 2–2,Sheffield Utd,Everton,Y,CB,90,2,1,2,0,0,2,2,100.0,0,3,2,1,3,5,6,0,Match Report,Anel Ahmedhodžić
138,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 1–2,Sheffield Utd,Tottenham,Y,"CB,WB",90,3,2,2,1,0,3,3,100.0,0,3,3,0,1,4,2,0,Match Report,Anel Ahmedhodžić
139,2023-09-24,Sun,Premier League,Matchweek 6,Home,L 0–8,Sheffield Utd,Newcastle Utd,Y,"CB,RB",90,3,1,3,0,0,2,3,66.7,1,1,1,0,1,4,1,0,Match Report,Anel Ahmedhodžić
140,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 0–2,Sheffield Utd,West Ham,Y,CB,90,1,1,1,0,0,0,0,,0,1,1,0,0,1,1,0,Match Report,Anel Ahmedhodžić
141,2023-10-07,Sat,Premier League,Matchweek 8,Away,L 1–3,Sheffield Utd,Fulham,Y,CB,90,2,2,1,1,0,0,1,0.0,1,2,0,2,3,5,3,0,Match Report,Anel Ahmedhodžić
142,2023-11-25,Sat,Premier League,Matchweek 13,Home,L 1–3,Sheffield Utd,Bournemouth,N,CB,45,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Match Report,Anel Ahmedhodžić
143,2023-12-02,Sat,Premier League,Matchweek 14,Away,L 0–5,Sheffield Utd,Burnley,Y,CB,90,2,2,2,0,0,1,4,25.0,3,1,0,1,1,3,7,0,Match Report,Anel Ahmedhodžić
144,2023-12-06,Wed,Premier League,Matchweek 15,Home,L 0–2,Sheffield Utd,Liverpool,Y*,CB,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0,Match Report,Anel Ahmedhodžić
145,2023-12-09,Sat,Premier League,Matchweek 16,Home,W 1–0,Sheffield Utd,Brentford,Y*,CB,90,4,3,4,0,0,1,1,100.0,0,2,1,1,1,5,11,0,Match Report,Anel Ahmedhodžić
146,2023-12-16,Sat,Premier League,Matchweek 17,Away,L 0–2,Sheffield Utd,Chelsea,Y*,CB,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,7,0,Match Report,Anel Ahmedhodžić
147,2023-12-26,Tue,Premier League,Matchweek 19,Home,L 2–3,Sheffield Utd,Luton Town,Y*,CB,90,3,3,2,1,0,1,2,50.0,1,1,0,1,3,6,0,0,Match Report,Anel Ahmedhodžić
148,2024-01-21,Sun,Premier League,Matchweek 21,Home,D 2–2,Sheffield Utd,West Ham,Y*,CB,90,3,1,2,1,0,0,1,0.0,1,1,1,0,0,3,1,0,Match Report,Anel Ahmedhodžić
149,2024-01-30,Tue,Premier League,Matchweek 22,Away,L 2–3,Sheffield Utd,Crystal Palace,Y*,CB,90,7,4,5,2,0,2,2,100.0,0,0,0,0,3,10,5,0,Match Report,Anel Ahmedhodžić
150,2024-02-03,Sat,Premier League,Matchweek 23,Home,L 0–5,Sheffield Utd,Aston Villa,Y*,CB,90,3,0,3,0,0,1,2,50.0,1,1,0,1,0,3,3,0,Match Report,Anel Ahmedhodžić
151,2024-02-10,Sat,Premier League,Matchweek 24,Away,W 3–1,Sheffield Utd,Luton Town,Y*,CB,90,2,0,0,2,0,1,1,100.0,0,1,1,0,0,2,11,0,Match Report,Anel Ahmedhodžić
152,2024-02-18,Sun,Premier League,Matchweek 25,Home,L 0–5,Sheffield Utd,Brighton,Y*,CB,90,0,0,0,0,0,0,0,,0,3,2,1,2,2,8,0,Match Report,Anel Ahmedhodžić
153,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–2,Nott'ham Forest,Arsenal,Y,LM,71,3,3,3,0,0,2,2,100.0,0,0,0,0,0,3,4,0,Match Report,Ola Aina
154,2023-08-26,Sat,Premier League,Matchweek 3,Away,L 2–3,Nott'ham Forest,Manchester Utd,Y,WB,90,3,2,2,1,0,1,1,100.0,0,1,0,1,2,5,2,0,Match Report,Ola Aina
155,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 1–0,Nott'ham Forest,Chelsea,Y,WB,72,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,1,0,Match Report,Ola Aina
156,2023-09-18,Mon,Premier League,Matchweek 5,Home,D 1–1,Nott'ham Forest,Burnley,Y,"LB,RB",90,3,1,2,1,0,2,3,66.7,1,0,0,0,0,3,4,0,Match Report,Ola Aina
157,2023-09-23,Sat,Premier League,Matchweek 6,Away,L 0–2,Nott'ham Forest,Manchester City,Y,"RB,LB",74,2,2,1,1,0,2,4,50.0,2,0,0,0,1,3,2,0,Match Report,Ola Aina
158,2023-10-21,Sat,Premier League,Matchweek 9,Home,D 2–2,Nott'ham Forest,Luton Town,N,RB,3,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Match Report,Ola Aina
159,2023-10-29,Sun,Premier League,Matchweek 10,Away,L 0–3,Nott'ham Forest,Liverpool,Y,LB,68,1,1,1,0,0,0,0,,0,1,1,0,0,1,4,0,Match Report,Ola Aina
160,2023-11-05,Sun,Premier League,Matchweek 11,Home,W 2–0,Nott'ham Forest,Aston Villa,Y,"RB,LB",85,3,2,3,0,0,2,4,50.0,2,1,0,1,0,3,5,0,Match Report,Ola Aina
161,2023-11-12,Sun,Premier League,Matchweek 12,Away,L 2–3,Nott'ham Forest,West Ham,Y,RB,75,1,1,1,0,0,1,1,100.0,0,3,1,2,0,1,3,1,Match Report,Ola Aina
162,2023-11-25,Sat,Premier League,Matchweek 13,Home,L 2–3,Nott'ham Forest,Brighton,Y,RB,89,1,0,0,0,1,1,1,100.0,0,0,0,0,2,3,2,0,Match Report,Ola Aina
163,2023-12-02,Sat,Premier League,Matchweek 14,Home,L 0–1,Nott'ham Forest,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Ola Aina
164,2023-12-06,Wed,Premier League,Matchweek 15,Away,L 0–5,Nott'ham Forest,Fulham,Y,RB,90,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0,Match Report,Ola Aina
165,2023-12-09,Sat,Premier League,Matchweek 16,Away,D 1–1,Nott'ham Forest,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Ola Aina
166,2023-12-15,Fri,Premier League,Matchweek 17,Home,L 0–2,Nott'ham Forest,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Ola Aina
167,2023-12-23,Sat,Premier League,Matchweek 18,Home,L 2–3,Nott'ham Forest,Bournemouth,N,LB,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Ola Aina
168,2023-12-26,Tue,Premier League,Matchweek 19,Away,W 3–1,Nott'ham Forest,Newcastle Utd,Y,LB,90,2,0,1,1,0,1,2,50.0,1,1,0,1,1,3,4,0,Match Report,Ola Aina
