,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Player
8429,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 1–0,Newcastle Utd,Brentford,Y*,RB,90,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,2,0,Match Report,Kieran Trippier
8430,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 8–0,Newcastle Utd,Sheffield Utd,Y*,RB,69,2,2,1,1,0,2,2,100.0,0,1,1,0,0,2,0,0,Match Report,Kieran Trippier
8431,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,Newcastle Utd,Burnley,Y,RB,90,4,3,1,2,1,3,5,60.0,2,1,0,1,0,4,0,0,Match Report,Kieran Trippier
8432,2023-10-08,Sun,Premier League,Matchweek 8,Away,D 2–2,Newcastle Utd,West Ham,Y,RB,90,1,1,0,1,0,0,1,0.0,1,5,0,5,0,1,0,0,Match Report,Kieran Trippier
8433,2023-10-21,Sat,Premier League,Matchweek 9,Home,W 4–0,Newcastle Utd,Crystal Palace,Y,RB,68,1,0,0,1,0,1,1,100.0,0,3,0,3,0,1,0,0,Match Report,Kieran Trippier
8434,2023-10-28,Sat,Premier League,Matchweek 10,Away,D 2–2,Newcastle Utd,Wolves,Y,RB,90,1,1,0,1,0,1,5,20.0,4,1,0,1,0,1,1,1,Match Report,Kieran Trippier
8435,2023-11-04,Sat,Premier League,Matchweek 11,Home,W 1–0,Newcastle Utd,Arsenal,Y,"LB,RB",90,1,0,1,0,0,1,3,33.3,2,1,1,0,1,2,5,0,Match Report,Kieran Trippier
8436,2023-11-11,Sat,Premier League,Matchweek 12,Away,L 0–2,Newcastle Utd,Bournemouth,Y,"RB,LB",90,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,2,0,Match Report,Kieran Trippier
8437,2023-11-25,Sat,Premier League,Matchweek 13,Home,W 4–1,Newcastle Utd,Chelsea,Y,RB,90,3,1,1,1,1,2,5,40.0,3,0,0,0,1,4,1,0,Match Report,Kieran Trippier
8438,2023-12-02,Sat,Premier League,Matchweek 14,Home,W 1–0,Newcastle Utd,Manchester Utd,Y,RB,90,2,2,1,0,1,0,3,0.0,3,0,0,0,4,6,5,0,Match Report,Kieran Trippier
8439,2023-12-07,Thu,Premier League,Matchweek 15,Away,L 0–3,Newcastle Utd,Everton,Y,RB,90,3,2,3,0,0,2,3,66.7,1,3,1,2,0,3,4,2,Match Report,Kieran Trippier
8440,2023-12-10,Sun,Premier League,Matchweek 16,Away,L 1–4,Newcastle Utd,Tottenham,Y,RB,85,2,0,2,0,0,2,5,40.0,3,1,0,1,2,4,5,0,Match Report,Kieran Trippier
8441,2023-12-23,Sat,Premier League,Matchweek 18,Away,L 0–1,Newcastle Utd,Luton Town,Y,RB,90,8,3,7,0,1,4,6,66.7,2,2,1,1,1,9,3,0,Match Report,Kieran Trippier
8442,2023-12-26,Tue,Premier League,Matchweek 19,Home,L 1–3,Newcastle Utd,Nott'ham Forest,Y*,"RB,CB",90,2,1,0,1,1,2,5,40.0,3,1,0,1,4,6,0,0,Match Report,Kieran Trippier
8443,2024-01-13,Sat,Premier League,Matchweek 21,Home,L 2–3,Newcastle Utd,Manchester City,Y*,RB,90,6,2,4,0,2,3,5,60.0,2,4,0,4,2,8,5,0,Match Report,Kieran Trippier
8444,2024-01-30,Tue,Premier League,Matchweek 22,Away,W 3–1,Newcastle Utd,Aston Villa,Y*,RB,90,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,4,0,Match Report,Kieran Trippier
8445,2024-02-03,Sat,Premier League,Matchweek 23,Home,D 4–4,Newcastle Utd,Luton Town,Y*,RB,90,3,3,2,0,1,1,1,100.0,0,2,0,2,0,3,2,0,Match Report,Kieran Trippier
8446,2024-02-10,Sat,Premier League,Matchweek 24,Away,W 3–2,Newcastle Utd,Nott'ham Forest,Y*,RB,90,2,1,1,1,0,0,4,0.0,4,0,0,0,1,3,3,0,Match Report,Kieran Trippier
8447,2024-02-17,Sat,Premier League,Matchweek 25,Home,D 2–2,Newcastle Utd,Bournemouth,Y*,RB,90,3,1,1,1,1,3,4,75.0,1,1,0,1,0,3,1,0,Match Report,Kieran Trippier
8448,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 2–1,Arsenal,Nott'ham Forest,N,"LM,LW",17,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Match Report,Leandro Trossard
8449,2023-08-21,Mon,Premier League,Matchweek 2,Away,W 1–0,Arsenal,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Leandro Trossard
8450,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 2–2,Arsenal,Fulham,Y,FW,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Match Report,Leandro Trossard
8451,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–1,Arsenal,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Leandro Trossard
8452,2023-09-17,Sun,Premier League,Matchweek 5,Away,W 1–0,Arsenal,Everton,N,LW,67,2,2,1,1,0,1,1,100.0,0,1,0,1,2,4,1,0,Match Report,Leandro Trossard
8453,2023-09-30,Sat,Premier League,Matchweek 7,Away,W 4–0,Arsenal,Bournemouth,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Leandro Trossard
8454,2023-10-08,Sun,Premier League,Matchweek 8,Home,W 1–0,Arsenal,Manchester City,Y,LW,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Leandro Trossard
8455,2023-10-21,Sat,Premier League,Matchweek 9,Away,D 2–2,Arsenal,Chelsea,N,LW,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Leandro Trossard
8456,2023-10-28,Sat,Premier League,Matchweek 10,Home,W 5–0,Arsenal,Sheffield Utd,N,LW,25,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,Match Report,Leandro Trossard
8457,2023-11-04,Sat,Premier League,Matchweek 11,Away,L 0–1,Arsenal,Newcastle Utd,N,FW,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Leandro Trossard
8458,2023-11-11,Sat,Premier League,Matchweek 12,Home,W 3–1,Arsenal,Burnley,Y,FW,80,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0,Match Report,Leandro Trossard
8459,2023-11-25,Sat,Premier League,Matchweek 13,Away,W 1–0,Arsenal,Brentford,Y,"LM,LW",90,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0,Match Report,Leandro Trossard
8460,2023-12-02,Sat,Premier League,Matchweek 14,Home,W 2–1,Arsenal,Wolves,Y,"LM,LW,CM",90,3,2,1,1,1,1,3,33.3,2,3,0,3,3,6,0,0,Match Report,Leandro Trossard
8461,2023-12-05,Tue,Premier League,Matchweek 15,Away,W 4–3,Arsenal,Luton Town,N,LW,27,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,Match Report,Leandro Trossard
8462,2023-12-09,Sat,Premier League,Matchweek 16,Away,L 0–1,Arsenal,Aston Villa,N,LW,21,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Match Report,Leandro Trossard
8463,2023-12-17,Sun,Premier League,Matchweek 17,Home,W 2–0,Arsenal,Brighton,N,LW,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Leandro Trossard
8464,2023-12-23,Sat,Premier League,Matchweek 18,Away,D 1–1,Arsenal,Liverpool,N,LW,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Leandro Trossard
8465,2023-12-28,Thu,Premier League,Matchweek 19,Home,L 0–2,Arsenal,West Ham,Y,"LM,CM",78,3,1,0,2,1,1,1,100.0,0,1,0,1,0,3,0,0,Match Report,Leandro Trossard
8466,2023-12-31,Sun,Premier League,Matchweek 20,Away,L 1–2,Arsenal,Fulham,N,WB,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Leandro Trossard
8467,2024-01-20,Sat,Premier League,Matchweek 21,Home,W 5–0,Arsenal,Crystal Palace,Y,LW,68,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Match Report,Leandro Trossard
8468,2024-01-30,Tue,Premier League,Matchweek 22,Away,W 2–1,Arsenal,Nott'ham Forest,N,LW,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Leandro Trossard
8469,2024-02-04,Sun,Premier League,Matchweek 23,Home,W 3–1,Arsenal,Liverpool,N,LW,17,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Match Report,Leandro Trossard
8470,2024-02-11,Sun,Premier League,Matchweek 24,Away,W 6–0,Arsenal,West Ham,Y,FW,66,2,2,1,1,0,1,1,100.0,0,1,0,1,0,2,0,0,Match Report,Leandro Trossard
8471,2024-02-17,Sat,Premier League,Matchweek 25,Away,W 5–0,Arsenal,Burnley,Y,FW,68,1,1,0,0,1,0,0,,0,1,0,1,0,1,2,0,Match Report,Leandro Trossard
8472,2023-08-12,Sat,Premier League,Matchweek 1,Home,L 0–1,Sheffield Utd,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Auston Trusty
8473,2023-08-18,Fri,Premier League,Matchweek 2,Away,L 1–2,Sheffield Utd,Nott'ham Forest,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Auston Trusty
8474,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–2,Sheffield Utd,Manchester City,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Auston Trusty
8475,2023-09-02,Sat,Premier League,Matchweek 4,Home,D 2–2,Sheffield Utd,Everton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Auston Trusty
8476,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 1–2,Sheffield Utd,Tottenham,N,CB,5,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,Match Report,Auston Trusty
8477,2023-09-24,Sun,Premier League,Matchweek 6,Home,L 0–8,Sheffield Utd,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Auston Trusty
8478,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 0–2,Sheffield Utd,West Ham,N,CB,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Match Report,Auston Trusty
8479,2023-10-07,Sat,Premier League,Matchweek 8,Away,L 1–3,Sheffield Utd,Fulham,Y,CB,90,4,1,4,0,0,0,0,,0,3,2,1,0,4,14,1,Match Report,Auston Trusty
8480,2023-10-21,Sat,Premier League,Matchweek 9,Home,L 1–2,Sheffield Utd,Manchester Utd,Y,CB,90,4,3,4,0,0,2,3,66.7,1,1,0,1,3,7,3,0,Match Report,Auston Trusty
8481,2023-10-28,Sat,Premier League,Matchweek 10,Away,L 0–5,Sheffield Utd,Arsenal,Y,CB,90,3,2,3,0,0,0,1,0.0,1,1,1,0,0,3,3,0,Match Report,Auston Trusty
8482,2023-11-04,Sat,Premier League,Matchweek 11,Home,W 2–1,Sheffield Utd,Wolves,Y,CB,90,2,1,0,2,0,0,1,0.0,1,2,1,1,1,3,3,0,Match Report,Auston Trusty
8483,2023-11-12,Sun,Premier League,Matchweek 12,Away,D 1–1,Sheffield Utd,Brighton,Y,CB,90,2,2,0,1,1,1,2,50.0,1,0,0,0,1,3,1,0,Match Report,Auston Trusty
8484,2023-11-25,Sat,Premier League,Matchweek 13,Home,L 1–3,Sheffield Utd,Bournemouth,Y,CB,90,2,2,1,0,1,1,4,25.0,3,1,0,1,1,3,5,0,Match Report,Auston Trusty
8485,2023-12-02,Sat,Premier League,Matchweek 14,Away,L 0–5,Sheffield Utd,Burnley,Y,"LB,CB",90,0,0,0,0,0,0,1,0.0,1,3,3,0,1,1,7,0,Match Report,Auston Trusty
8486,2023-12-06,Wed,Premier League,Matchweek 15,Home,L 0–2,Sheffield Utd,Liverpool,Y,CB,87,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,5,0,Match Report,Auston Trusty
8487,2023-12-09,Sat,Premier League,Matchweek 16,Home,W 1–0,Sheffield Utd,Brentford,Y,"LB,CB",90,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,8,0,Match Report,Auston Trusty
8488,2023-12-16,Sat,Premier League,Matchweek 17,Away,L 0–2,Sheffield Utd,Chelsea,Y,CB,90,2,2,2,0,0,0,1,0.0,1,2,2,0,0,2,4,1,Match Report,Auston Trusty
8489,2023-12-22,Fri,Premier League,Matchweek 18,Away,D 1–1,Sheffield Utd,Aston Villa,Y,CB,90,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,8,0,Match Report,Auston Trusty
8490,2023-12-26,Tue,Premier League,Matchweek 19,Home,L 2–3,Sheffield Utd,Luton Town,Y,"CB,LB",90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Match Report,Auston Trusty
8491,2023-12-30,Sat,Premier League,Matchweek 20,Away,L 0–2,Sheffield Utd,Manchester City,Y,CB,90,2,2,1,1,0,2,3,66.7,1,2,1,1,0,2,5,0,Match Report,Auston Trusty
8492,2024-01-21,Sun,Premier League,Matchweek 21,Home,D 2–2,Sheffield Utd,West Ham,Y,LB,79,4,2,2,2,0,2,2,100.0,0,2,0,2,0,4,5,0,Match Report,Auston Trusty
8493,2024-01-30,Tue,Premier League,Matchweek 22,Away,L 2–3,Sheffield Utd,Crystal Palace,Y,"CB,LB",90,5,3,2,2,1,2,5,40.0,3,1,1,0,0,5,5,0,Match Report,Auston Trusty
8494,2024-02-03,Sat,Premier League,Matchweek 23,Home,L 0–5,Sheffield Utd,Aston Villa,Y,"CB,LB",90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,5,1,Match Report,Auston Trusty
8495,2024-02-10,Sat,Premier League,Matchweek 24,Away,W 3–1,Sheffield Utd,Luton Town,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Auston Trusty
8496,2024-02-18,Sun,Premier League,Matchweek 25,Home,L 0–5,Sheffield Utd,Brighton,N,CB,60,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Match Report,Auston Trusty
8497,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 1–1,Liverpool,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Kostas Tsimikas
8498,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 3–1,Liverpool,Bournemouth,N,"LM,FW",5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Kostas Tsimikas
8499,2023-08-27,Sun,Premier League,Matchweek 3,Away,W 2–1,Liverpool,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Kostas Tsimikas
8500,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–0,Liverpool,Aston Villa,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Kostas Tsimikas
8501,2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Liverpool,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Kostas Tsimikas
8502,2023-09-24,Sun,Premier League,Matchweek 6,Home,W 3–1,Liverpool,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Kostas Tsimikas
8503,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 1–2,Liverpool,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Kostas Tsimikas
8504,2023-10-08,Sun,Premier League,Matchweek 8,Away,D 2–2,Liverpool,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Kostas Tsimikas
8505,2023-10-21,Sat,Premier League,Matchweek 9,Home,W 2–0,Liverpool,Everton,Y,LB,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Match Report,Kostas Tsimikas
8506,2023-10-29,Sun,Premier League,Matchweek 10,Home,W 3–0,Liverpool,Nott'ham Forest,Y,LB,90,4,2,2,1,1,1,2,50.0,1,1,0,1,0,4,0,0,Match Report,Kostas Tsimikas
8507,2023-11-05,Sun,Premier League,Matchweek 11,Away,D 1–1,Liverpool,Luton Town,N,LB,24,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Match Report,Kostas Tsimikas
8508,2023-11-12,Sun,Premier League,Matchweek 12,Home,W 3–0,Liverpool,Brentford,Y,LB,90,2,1,1,1,0,1,3,33.3,2,3,0,3,0,2,1,0,Match Report,Kostas Tsimikas
8509,2023-11-25,Sat,Premier League,Matchweek 13,Away,D 1–1,Liverpool,Manchester City,Y,LB,90,1,1,1,0,0,0,0,,0,1,0,1,0,1,3,0,Match Report,Kostas Tsimikas
8510,2023-12-03,Sun,Premier League,Matchweek 14,Home,W 4–3,Liverpool,Fulham,Y,LB,90,3,1,1,2,0,3,4,75.0,1,0,0,0,3,6,3,0,Match Report,Kostas Tsimikas
8511,2023-12-06,Wed,Premier League,Matchweek 15,Away,W 2–0,Liverpool,Sheffield Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Kostas Tsimikas
8512,2023-12-09,Sat,Premier League,Matchweek 16,Away,W 2–1,Liverpool,Crystal Palace,Y,LB,90,3,3,1,1,1,2,2,100.0,0,1,0,1,0,3,2,0,Match Report,Kostas Tsimikas
8513,2023-12-17,Sun,Premier League,Matchweek 17,Home,D 0–0,Liverpool,Manchester Utd,Y,LB,90,3,3,1,1,1,2,3,66.7,1,3,1,2,2,5,0,0,Match Report,Kostas Tsimikas
8514,2023-12-23,Sat,Premier League,Matchweek 18,Home,D 1–1,Liverpool,Arsenal,Y,LB,34,3,2,2,0,1,0,1,0.0,1,0,0,0,0,3,0,0,Match Report,Kostas Tsimikas
8515,2024-02-10,Sat,Premier League,Matchweek 24,Home,W 3–1,Liverpool,Burnley,N,LB,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Kostas Tsimikas
8516,2024-02-17,Sat,Premier League,Matchweek 25,Away,W 4–1,Liverpool,Brentford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Kostas Tsimikas
8517,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–2,Nott'ham Forest,Arsenal,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Matt Turner
8518,2023-08-18,Fri,Premier League,Matchweek 2,Home,W 2–1,Nott'ham Forest,Sheffield Utd,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Match Report,Matt Turner
8519,2023-08-26,Sat,Premier League,Matchweek 3,Away,L 2–3,Nott'ham Forest,Manchester Utd,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Matt Turner
8520,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 1–0,Nott'ham Forest,Chelsea,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Matt Turner
8521,2023-09-18,Mon,Premier League,Matchweek 5,Home,D 1–1,Nott'ham Forest,Burnley,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Matt Turner
8522,2023-09-23,Sat,Premier League,Matchweek 6,Away,L 0–2,Nott'ham Forest,Manchester City,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Matt Turner
8523,2023-10-01,Sun,Premier League,Matchweek 7,Home,D 1–1,Nott'ham Forest,Brentford,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Match Report,Matt Turner
8524,2023-10-07,Sat,Premier League,Matchweek 8,Away,D 0–0,Nott'ham Forest,Crystal Palace,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Matt Turner
8525,2023-10-21,Sat,Premier League,Matchweek 9,Home,D 2–2,Nott'ham Forest,Luton Town,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Matt Turner
8526,2023-10-29,Sun,Premier League,Matchweek 10,Away,L 0–3,Nott'ham Forest,Liverpool,Y,GK,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Match Report,Matt Turner
8527,2023-11-05,Sun,Premier League,Matchweek 11,Home,W 2–0,Nott'ham Forest,Aston Villa,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Matt Turner
